area,tag,bv_id,time,title,duration,view,danmaku,reply,favorite,coin,share,like,author_uid,author_name,author_follower,width,height,landscape
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工,学生,小朋友,粘粘球,胶带球,解压,胶带粘球,玩具,挑战",BV1m44y1M77k,2022-03-12 16:47:03,挑战花100元买成品粘粘球，切开的瞬间还会爆出彩虹，太美啦,75,2020846,24,18,1177,104,13,858,471967040,小叮当手作,6928,1920,1080,N
手工,"绘画,绘画过程,画画,大触,艺术,创意,创意绘画,手绘,美术,上色",BV1CL4y1u7t2,2022-03-11 17:00:19,这年头手办也能卷？教你用易拉罐做一个擎天柱！,235,1933829,1512,993,12253,8300,2131,82320,3562949,生活就是画画画,1556420,1920,1080,N
手工,"手工绘画达人秀·第五期,随便画画,艺术家,艺术,牛,美术,天赋",BV1Qi4y1r7Qs,2022-03-20 09:38:59,这艺术天赋无人能比啊。,30,1876808,152,445,23199,646,488,181732,1877426445,美术有毒,8219,720,1280,Y
手工,"功夫,手工,生活记录,一起做手工吧！,手工绘画达人秀·第六期",BV1RU4y1d7mt,2022-03-23 12:23:09,像这样的毛竹，我年轻的时候可以踢十根，现在么，砍柴刀用得也挺顺手。,355,1856784,6689,2700,5635,16273,3302,136673,1838326986,帅农鸟哥,1791663,1080,1920,Y
手工,"有手就行,打卡挑战,手工,戳戳乐,创意手工,宠物",BV1EY411n7Bf,2022-03-22 14:27:09,让毛孩子重新回到主人身边,52,1855960,11762,1260,27884,2495,1379,321371,17178628,酥脆的羊毛毡,36172,1080,1920,Y
手工,"国风奇妙纪-百花录,国风奇妙纪,手写,文具,手工,DIY,写字",BV1Eu411q7W1,2022-03-19 19:09:57,蒸汽波笔是什么东西？写出来太梦幻了！,119,1814434,1791,1591,11125,3575,1504,118541,9728698,祁么么mo,1155612,1920,1080,N
手工,"生活,乐高,手工,DIY,模型,汽车",BV1jF411s7Px,2022-03-29 09:49:38,办法总比轮子多,141,1809299,1706,1405,34345,6884,9719,95840,13558933,亚巴拉辛巴,331401,640,480,N
手工,"童年回忆,解压,切球,必剪创作,胶带球,diang宝宝,粘球球,胶带粘球,切胶带球,宅在家里时能做哪些有意义的事情？,跟着UP主创作吧（第三期）",BV1P44y1P7kK,2022-04-03 03:36:15,50厘米我肝出来了,383,1787923,3203,2332,6366,11195,2012,66525,11849864,南瓜快瘦快瘦,3474,3840,2160,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工,自制,猫和老鼠,TOM,汤姆",BV19u411i73K,2022-03-20 00:18:45,手 页 冠 军,36,1777644,357,937,41067,8997,5256,229210,59598675,狂糖异下紫,278727,1920,1080,N
手工,"动画创想研究所,动画的创意玩法,原创动画,定格动画,治愈系,#手工,#迷你厨房,极度舒适,打卡挑战",BV1fP4y1T7hk,2022-03-26 08:35:11,草莓果酱吐司/加长版/定格动画,43,1744289,440,850,16154,15820,2590,156305,73385525,红胡子老爹定格工坊,309307,2160,3840,Y
手工,"创意,制作,手工制作,玩具,纸模,模型制作",BV1CZ4y1B76B,2022-03-24 21:32:24,抛   壳   步   枪（改造完毕）,79,1698765,1447,2183,12362,4730,4598,166805,1011400940,不要开枪我自己倒,4489,1080,1920,Y
手工,"治愈,美食,樱花,春天,甜品,糖霜饼干,一起做手工吧！,手工绘画达人秀·第六期",BV1tL4y1L79i,2022-04-02 16:31:00,我把春天做成了能吃的“樱花水晶球”【糖霜饼干】,417,1693935,1363,952,17675,25517,8521,77958,1066116711,糖霜饼干的奇妙物语,88962,2560,1440,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,解压,手工,学生,小朋友,玩具,粘粘球,胶带球,挑战,改造",BV1xL4y1T7Ez,2022-03-15 16:45:41,废球大改造，挑战把切过的球球变新粘粘球，这样做一下子就变大,65,1641581,1,13,663,47,1,2290,471967040,小叮当手作,6928,1920,1080,N
手工,"DIY,手工,电焊,生活记录,一起做手工吧！,手工绘画达人秀·第六期",BV1g94y1f7pn,2022-03-24 12:16:43,电焊，也会一点，是我做过最辛苦的工作。需要爬高空钢架，夏天的时候衣服没干过。,358,1625219,7109,2410,4939,13190,1965,118685,1838326986,帅农鸟哥,1791664,1080,1920,Y
手工,"手工,竹编,奇人匠心,非遗",BV1uY411H7Wq,2022-03-25 11:00:00,总有人说竹子不值钱，但在竹编工艺品的所有附加价值中，时光是最贵的一项,15,1579414,2189,813,23772,5856,813,280293,1528539521,竹编技艺大师,22604,1080,1920,Y
手工,"手工绘画达人秀·第五期,一起做手工吧！,艺术家的快乐日常,手工",BV1Yr4y1B7bh,2022-03-11 16:27:26,第一次被别人的作品震撼到,37,1561395,410,533,18197,882,1734,234479,1176972733,张煜东East,172353,1080,1920,Y
手工,"手工绘画达人秀·第五期,一起做手工吧！,解压,手工,学生,小朋友,玩具,粘粘球,胶带球,胶带粘球,挑战",BV1xU4y1o7Ey,2022-03-13 16:23:40,挑战用粉丝的方法做空心粘粘球，居然一次就成功，还能变双面球,82,1544516,6,9,674,79,1,714,471967040,小叮当手作,6928,1920,1080,N
手工,"生活,日常,手工制作,手工,定制,解压",BV1x5411D7VC,2022-04-05 11:19:59,贵是有原因的，制作真正的手工定制皮鞋,702,1532381,2402,1590,5750,2389,1690,22546,196197424,怪咖科技宅,2745,1920,1080,N
手工,"教程,DIY,手工,表情包,手帐,疫情下的校园生活,校园分享官第2期",BV1yT4y1e77m,2022-04-03 08:00:00,教程｜用表情包做的小机关手帐立体书｜请大数据推送给每一个疫情被封的人,302,1494284,335,505,52561,4986,4040,163013,35982454,咕咕咕咕叽歪,23171,1080,1920,Y
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工制作,创意,设计,生活小技巧,原创,手工,生活,视频教程,艺术",BV19L411A7Gt,2022-03-13 22:15:19,你离大触只有亿点距离 | 简单艺术创作技巧,910,1481918,200,32,2082,188,29,1427,691250144,5-MinuteCrafts中文,336081,1280,720,N
手工,"文具,童年,奇葩",BV1qP4y1T7UC,2022-03-25 05:41:30,小时候那些被咬过的文具,209,1470380,176,53,2229,266,13,1088,588148296,郭小嚜,33778,1920,1080,N
手工,"手工,手工制作,艺术,制作,和田玉,原创",BV1XT4y1m7m3,2022-03-14 01:10:59,你是否也有过疑惑，石狮子嘴里的球是怎么放进去的,40,1428125,407,601,10227,265,232,194874,438213851,支一奥赵,3061,1080,1920,Y
手工,"手工绘画达人秀·第六期,一起做手工吧！,打卡挑战,粘土,可爱,制作过程",BV1dP4y1T7hu,2022-03-24 14:06:22,没有名字，就叫超可爱吧！,33,1419061,140,261,9498,558,930,114386,1982668634,徐大花xudahua,21848,1080,1920,Y
手工,"猫和老鼠,治愈系,教程,可爱,模型,手工,助眠,羊毛毡,微缩场景",BV1oZ4y1m7uh,2022-04-01 19:30:12,【密林手作】羊毛毡 | 杰瑞的小屋 | 治愈手作记录,1551,1393646,930,675,11637,17590,4979,52722,147174770,密林手作,353601,1920,1080,N
手工,#扔在路边没人敢捡,BV1Uq4y1i7LE,2022-03-13 21:59:07,感染菌株,41,1372805,566,620,8177,538,385,56203,282586352,UMBRELLApor,175850,480,864,Y
手工,"不要笑整蛊挑战,不许笑整活挑战,女朋友",BV1Xu411v7tn,2022-03-29 11:44:28,收到女朋友的礼物，心情无比激动！,184,1367140,37,17,3315,155,2,1099,588148296,郭小嚜,33778,1920,1080,N
手工,"跟着UP主创作吧（第三期）,分享排解压力的99种方式,没有",BV1Zq4y1Y7to,2022-03-27 11:58:07,没有橡皮擦怎么办？,158,1361818,230,40,1624,140,8,772,588148296,郭小嚜,33778,3840,2160,N
手工,"创意,手工,折纸,有趣",BV1YY4y1i7gw,2022-04-06 19:05:15,折纸可以有多有趣,93,1338191,700,425,30366,2023,5005,112205,84519683,七海悠仁,105877,852,480,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,解压,手工,学生,小朋友,寻宝,DIY,挑战,玩具",BV1vS4y137fb,2022-03-10 16:44:01,挑战奇葩方式抽钻石，改变原有的方法，这次还能顺利抽到想要的吗,69,1316774,0,0,720,30,2,358,471967040,小叮当手作,6928,1920,1080,N
手工,"手工,手工制作,模型,手作,模型制作,手办,玩具,模型玩具,创意手工,奇闻",BV11T4y1U717,2022-03-19 16:30:16,模型制作：别轻易捡古董回家，它很有可能是一个食人祭坛！,153,1308879,2,4,2740,143,2,1120,1070271810,游戏酱小冉,26941,1920,1080,N
手工,"手工绘画达人秀·第六期,一起做手工吧！,手工,学生,小朋友,挑战,玩具,粘粘球,胶带球,解压,捏捏乐",BV1gZ4y1z7rc,2022-03-29 16:24:03,挑战用家里的材料，自制可以爆浆的解压包子，再做成粘粘球会怎样,62,1300412,0,2,886,28,2,216,471967040,小叮当手作,6928,1920,1080,N
手工,"童年,回忆,一起做手工吧！,手工绘画达人秀·第六期",BV1DY4y1q7zM,2022-04-02 06:51:54,小时候的塑料袋是怎么玩的？,210,1235854,78,19,1592,159,5,678,588148296,郭小嚜,33778,3840,2160,N
手工,"手工绘画达人秀·第六期,一起做手工吧！,生活小妙招,视频教程,手工,原创,制作,设计,艺术,手作,树脂",BV1vY4y1q7kF,2022-03-30 22:56:00,又是让你爱上树脂的一期 | 树脂热熔胶手工指南,916,1235256,115,32,1024,65,13,594,691250144,5-MinuteCrafts中文,336081,1280,720,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工,学生,小朋友,粘粘球,胶带球,解压,玩具,挑战,改造",BV1UT4y1v7fG,2022-03-20 16:24:52,挑战废球大改造，把全部切过的粘粘球团在一起，能变成新球球吗？,71,1233359,1,9,555,44,0,372,471967040,小叮当手作,6928,1920,1080,N
手工,"手工,解谜,益智,puzzle,一起做手工吧！,手工绘画达人秀·第六期",BV1wY4y1W7nD,2022-04-03 19:00:00,耗时半个月，我终于破解了史上最迷你的鲁班锁！,796,1187944,6277,1046,8389,23301,564,61311,73415355,GM的秘密基地,1373292,1920,1080,N
手工,"手工,手工制作,模型,手作,模型制作,手办,玩具,模型玩具,创意手工,奇闻",BV1zY411E7U6,2022-03-23 16:30:00,模型制作：诡异惊悚的影院厕所，进去了就别想出来！,172,1148347,6,0,2500,76,0,932,1070271810,游戏酱小冉,26941,1920,1080,N
手工,"手工绘画达人秀·第六期,一起做手工吧！,手工制作,手作,羊毛毡,牧场",BV1Da411x7Ay,2022-03-27 16:11:58,我把我家的猫做成了......一只奶牛？,242,1120704,534,522,2354,2498,398,29875,1895195099,江寻千,1019458,1920,1080,N
手工,"古风,姜广涛,BJD,国风,自制bjd,一起做手工吧！,手工绘画达人秀·第五期",BV1qr4y1B7Wt,2022-03-13 00:00:39,斗胆请了姜sir来给我的自制bjd念旁白……,542,1118388,3454,2502,50018,70739,10544,164828,31881,太白金星小蓬莱,28430,3840,2160,N
手工,"手工绘画达人秀·第六期,一起做手工吧！,手工,木工,DIY,技术宅,手工制作,手工艺品,木工车床,数控雕刻机,CNC",BV1aT4y1e7La,2022-03-30 21:01:20,"粉丝寄来开裂木头，里面竟然""暗藏杀气""",710,1086890,2140,837,1644,5213,345,28326,520428114,木艺周先生,116381,1920,1080,N
手工,"解压,手工,学生,小朋友,玩具,粘粘球,胶带球,胶带粘球,有手就行,测评",BV1Yb4y1p7PN,2022-03-21 16:58:13,又发现超好用的胶带，价格只要一半还能徒手起丝，切开变空心球,67,1071406,3,12,984,76,4,487,471967040,小叮当手作,6928,1920,1080,N
手工,"手工绘画达人秀·第六期,致敬大白，有手就行！,手工,学生,小朋友,粘粘球,胶带球,解压,玩具,挑战,胶带粘球",BV1hT4y1i7Fv,2022-03-23 16:40:02,黄金粘粘球成长记，挑战把一颗小球心，变成23厘米的大粘粘球,61,1064275,0,2,729,77,1,342,471967040,小叮当手作,6928,1920,1080,N
手工,"猫猫,手工,生活记录",BV1gY411J7E4,2022-03-28 19:18:11,用弓字板给朋友做了一个猫爬架,121,1041841,4631,2291,2759,8028,2671,95619,280793434,手工耿,6339518,1080,1920,Y
手工,"橡皮章,手工制作",BV1xY4y1s7sC,2022-03-25 18:06:10,橡皮章-海绵宝宝,63,1020676,4,23,1005,46,10,1313,108563098,三木章,48178,1920,1080,N
手工,"打卡挑战,制作过程,女生,模具,艺术品,好身材",BV11i4y1r7JG,2022-03-19 21:37:39,女生用身体当模具做一个雕像是什么样效果呢？,43,1018435,77,238,1671,57,36,35769,191155958,全球不知道,15215,1080,1920,Y
手工,#扔在路边没人敢捡,BV1Er4y1B7EF,2022-03-13 09:43:50,氪石,20,1014857,191,405,6653,126,379,52827,282586352,UMBRELLApor,175849,576,1024,Y
手工,"绒花,手工制作,汉服配饰",BV1NS4y1D7PD,2022-03-12 10:01:05,【绒花】就很春天呐,42,1014853,263,293,15362,1308,1049,140515,383141429,云中手作,87841,1080,1908,Y
手工,"手工,竹编,奇人匠心",BV1sU4y1o7y1,2022-03-11 17:00:19,中国手工艺品的现状，支持不一定要买，关注才是对我们最大的支持。,33,1000588,171,743,6716,1361,114,145360,1528539521,竹编技艺大师,22604,1080,1920,Y
手工,"模型,手办,创意,手工制作,玩具,手工,模型制作,手作,模型玩具,创意手工",BV1hP4y1K78c,2022-04-03 16:30:00,模型制作：湖边突然出现的美女请注意，她的身下可能有惊喜！,163,999840,2,4,2876,93,0,536,1070271810,游戏酱小冉,26941,1920,1080,N
手工,"手工绘画达人秀·第六期,致敬大白，有手就行！,手工,学生,小朋友,粘粘球,胶带球,解压,玩具,挑战,捏捏乐",BV1iF411x7DG,2022-03-22 16:45:26,挑战用气球做彩虹粘粘球，没想居然做成捏捏乐，切开还有彩虹喷泉,83,981776,7,0,446,42,2,219,471967040,小叮当手作,6928,1920,1080,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工制作,生活小技巧,日常,手工,制作,生活,艺术,手工皂,肥皂",BV1mr4y1B7w4,2022-03-14 22:25:01,又到了大家喜欢的手工皂环节了 | 肥皂使用及制作小妙招,915,975748,103,60,586,77,23,903,691250144,5-MinuteCrafts中文,336081,1280,720,N
手工,"跟着UP主创作吧（第三期）,分享排解压力的99种方式,解压,手工,学生,小朋友,玩具,粘粘球,胶带球,胶带粘球,挑战",BV193411W7Lb,2022-03-14 16:39:13,挑战把刺猬球做成粘粘球，选对胶带一次成功，切开瞬间还爆出水晶,72,975520,0,1,398,27,0,187,471967040,小叮当手作,6928,1920,1080,N
手工,"跟着UP主创作吧（第三期）,记录生活的美好幸福时刻,打卡挑战,必剪创作,手工,火漆,解压,手工制作,创意,火漆蜡,手帐",BV1Rq4y1i7W6,2022-03-16 21:01:33,粉丝投稿8-红绿金半透明,43,915645,233,320,9544,157,151,105255,11868776,新芽酱,30534,1080,1920,Y
手工,"手工绘画达人秀·第六期,一起做手工吧！,手工,学生,小朋友,粘粘球,胶带球,解压,玩具,PK,胶带粘球",BV1wS4y1K77t,2022-03-31 16:49:42,小卖部粘粘球胶带大PK，5元胶带居然还不如1元的好玩,83,905248,1,1,588,41,0,178,471967040,小叮当手作,6928,1920,1080,N
手工,"石青,传承文化,国画颜料,蓝铜矿,一起做手工吧！,手工绘画达人秀·第六期",BV1iu411v7GL,2022-03-29 19:46:55,古法制色：淘澄飞跌制石青（蓝铜矿）各色及使用详解,171,900320,441,624,4756,1960,614,46971,1623368624,绘事微颜,152983,3840,2160,N
手工,"#扔在路边没人敢捡,#生化危机",BV1W3411W7Jc,2022-03-13 17:40:33,复仇女神,30,898661,229,303,3355,161,132,41144,282586352,UMBRELLApor,175849,576,1024,Y
手工,"国风奇妙纪-百花录,国风奇妙纪,书法,手写,练字,铅笔,硬笔书法",BV1fF41147Xo,2022-03-14 21:05:17,常见字连笔写法分享，看完就会！铅笔写字的沙沙声太催眠了～,94,882437,785,679,13427,3516,793,37529,521124101,写字的西瓜,216657,1920,1080,N
手工,"手工绘画达人秀·第六期,一起做手工吧！,手工,木工,木雕,手办,雕刻,二次元,艾伦,进击的巨人,始祖巨人",BV1JF411W7jw,2022-03-24 15:00:00,始祖巨人，将夺走你所有卧槽！【木雕进击的巨人】,469,875384,1305,843,8635,24944,3361,57467,1862341682,越南木雕小哥Duy,31603,1920,1080,N
手工,"必剪创作,强迫症福音,解压,强迫症福利,减压,放松,舒服,助眠,催眠,制作",BV17r4y1q7QD,2022-03-25 20:50:42,极度解压，强迫症的福音，入耳一瞬间大满足！,113,863202,250,339,9204,934,562,23486,399883430,SAND_机长,6619,1920,1080,N
手工,"三连,玩具,手工制作,创意,制作,模型",BV1KL4y177yn,2022-03-25 18:40:53,这个小玩具你想拥有吗,15,854713,286,270,9037,11325,143,32594,1868319794,JDKFUFJFNF,9665,720,1280,Y
手工,"手工,匠人,手工艺",BV1di4y1C79r,2022-03-18 15:52:14,传统苏工工艺 纯木吧刀一刀一铲,25,843104,264,749,3221,2772,68,84090,1773928351,苏工精品橄榄核雕刻,38861,720,1280,Y
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工,记录,原创",BV1K44y1T7dQ,2022-03-17 01:18:58,黄金蛋？,32,824151,34,92,3456,51,37,67219,630262332,解忧黄金变现,14316,720,1280,Y
手工,"手工绘画达人秀·第六期,一起做手工吧！,手工,手机,支架,长尾夹",BV11Y4y1s7nf,2022-03-26 02:41:50,用长尾夹制作10种简易手机支架,185,814246,64,20,6675,696,15,3926,588148296,郭小嚜,33778,1920,1080,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,艺术家的快乐日常,手工",BV16Y41137dL,2022-03-17 17:33:36,没有买卖就没有伤害,35,811178,123,260,5547,363,472,124370,1176972733,张煜东East,172353,1080,1920,Y
手工,"手工绘画达人秀·第五期,一起做手工吧！,解压,手工,学生,小朋友,玩具,粘粘球,胶带球,挑战,胶带粘球",BV1ou411B733,2022-03-18 16:36:45,冰球撕皮原来这么解压，再挑战徒手拉丝做冰球粘粘球，能成功吗,73,807280,1,8,410,33,0,262,471967040,小叮当手作,6928,1920,1080,N
手工,"粉丝,手工,生活记录,帅农鸟哥",BV1KS4y1U7Jg,2022-03-21 10:24:48,这就，30w啦？这可是我一年的目标啊。实在来不及更新，这次我把这个（木墩墩）送了吧，一样送给本条视频点赞最多的幸运鹅。,284,805811,3070,3441,3773,14230,1854,68310,1838326986,帅农鸟哥,1791691,720,1280,Y
手工,"手工,制作,创意,漫威,蜘蛛侠,东西南北",BV1HL4y1M7hW,2022-03-23 10:06:18,今天给大家伙做个手工,60,800420,94,165,12810,625,238,52835,24712675,damon12121,76709,576,1024,Y
手工,"手工绘画达人秀·第五期,一起做手工吧！,解压,手工,学生,小朋友,玩具,粘粘球,胶带球,挑战,自制",BV1Au411z7rt,2022-03-17 16:42:19,挑战自制比足球还要大的粘粘球，切开还能不断爆浆，太解压了,77,795427,4,7,620,42,1,299,471967040,小叮当手作,6928,1920,1080,N
手工,"原创,自制,生活,日常,模型,创意,手工制作,手工,设计,一起做手工吧！,手工绘画达人秀·第六期",BV1v5411S7aB,2022-04-02 18:43:00,吃完的龙虾不要丢 加点零件 钢铁直男馋哭了,550,790633,1840,1280,9017,19909,3496,41737,38461325,黑猫重工,414805,1920,1080,N
手工,"手工,创意,羊毛毡,RIO微醺,RIO微醺春季限定,春天,微缩场景",BV1cZ4y167EV,2022-03-18 19:30:03,【密林手作】羊毛毡 | 易拉罐里的春天 | 治愈手作记录,178,783790,503,441,8351,6689,2259,58719,147174770,密林手作,353603,1920,1080,N
搞笑,"搞笑,娱乐,奇葩,网课,厨子老师,搞笑新星训练营,搞笑新星训练营5.0",BV1BZ4y1m7BE,2022-04-03 19:06:23,10万播放我发给他妈,17,9595603,3990,5807,90213,23941,48447,816121,274459325,方山厨子,260708,1080,1920,Y
搞笑,"五菱神车,秋名山车神,漂移,汽车,名场面,国产之光",BV1mS4y1N7Ss,2022-03-30 16:35:24,“动力不详，遇强则强”,170,8937841,19442,5398,155694,111592,66665,544732,402002385,秃马君,308358,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,搞笑,奇葩,沙雕,高能,舔狗,孙火旺",BV1hY411J7j5,2022-03-27 11:42:23,【舔狗之王】“我最巅峰的时候同时舔七个”,499,8806257,63371,21952,168546,513641,321706,699052,586789337,我叫孙火旺,1607740,3840,2160,N
搞笑,"重返帝国,重返帝国不删档上线,原创,生活,谭谈交通,二仙桥,华强买瓜,搞笑,娱乐,李广奇",BV1Ku411B7XR,2022-03-29 20:22:16,《梗王之王》多少梗，快来快来数一数，24678...,350,8053294,20196,6684,91575,159448,41767,581417,330415548,谭乔,3522914,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,原创,娱乐,沙雕,魔性,幽默,老坛酸菜,方便面,315",BV1f34y1t7G4,2022-03-22 11:00:13,土坑酸菜被曝光以后，我在承受失业之苦,168,7826162,10468,7286,47343,132570,33838,473719,10360627,张全蛋,739809,1920,1080,N
搞笑,"成龙,代言,广告,代言倒闭",BV1HS4y1D72K,2022-03-18 14:31:35,大哥魔咒（成龙代言产品下场）,69,7629746,2238,4023,77231,8976,25993,316939,1827331465,从众排行,34451,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,蓝线挑战,爆笑名场面,骚操作,网友骚操作",BV1pY411n76j,2022-03-20 16:30:14,蓝线挑战爆笑名场面：山海经你们都在第几页？,82,7382893,267,86,35301,2147,764,150018,1410477444,游戏熏小空,19851,1920,1080,N
搞笑,"必剪创作,高斯,数学,学习,逗比,搞笑视频,奇葩,全程高能",BV1GP4y1T7FP,2022-03-20 16:37:24,“高 斯 在 世”,81,7334828,7752,9478,114848,22566,90727,532840,354367503,淦斯巴达,13148,1080,1920,Y
搞笑,"搞笑研究所2.0,真人版,碳基生物,翻拍",BV1yL411P7TY,2022-03-18 15:03:11,碳基生物真的很喜欢推门,72,7145123,459,484,39921,5732,675,77035,230926815,阿星and阿奇,589324,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,挑战,搞笑,奇葩,娱乐,沙雕,魔性,生活,高能",BV1gY411n7zy,2022-03-17 18:26:36,【人类迷惑行为】120 看我怎么优雅地整花活,68,6634756,1284,699,66302,4487,19716,434155,493551742,米开朗机罗,1509892,1080,1920,Y
搞笑,"逗比,自制,搞笑视频,娱乐,全程高能,中国BOY,理发,山城小栗旬",BV1TZ4y167fG,2022-03-17 17:20:18,顶了十几年的锅盖头终究还是没了！,591,6189063,43540,7045,46195,139906,15912,596736,562197,中国BOY超级大猩猩,8102921,3840,2160,N
搞笑,"搞笑研究所2.0,搞笑研究所,搞笑,生活,幽默,道德绑架,反转,防疫人员",BV1UY4y1i7m2,2022-03-24 22:14:05,疫情期间最讨厌的人,110,6100862,4588,4965,31049,10038,11146,504469,283036476,狈总,1813175,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,挑战,生活,搞笑,高能,美女,搞笑视频,沙雕,黑鲨5突破引力",BV12L4y1L77j,2022-03-31 16:10:03,烧 死 我 了,221,5480846,16988,7057,52116,114560,20490,450897,5294454,逗比的雀巢,5065375,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,搞笑,生活,艺术家的快乐日常",BV1w3411p7ey,2022-03-22 17:00:19,差生文具多,205,5469932,6098,1921,47842,41508,11944,452937,150522015,东东翔,633213,1920,1080,N
