area,tag,bv_id,time,title,duration,view,danmaku,reply,favorite,coin,share,like,author_uid,author_name,author_follower,width,height,landscape
搞笑,"打卡挑战,搞笑新星训练营",BV1vi4y1r7aX,2022-03-16 13:41:18,左旋艺术,13,5409601,3334,4122,13141,8335,18886,240691,411379495,吴彦祖秃顶版,713343,1080,1920,Y
搞笑,"歪果仁,人类迷惑行为,基和皮尔,高能,老外,微电影",BV1mT4y1i7Xg,2022-03-27 22:36:18,当大学教授不小心打开了土豆滤镜却不会关....,76,5384920,2318,2797,103554,12410,47996,478810,1150557177,鸭鸭洒水水,18567,960,720,N
搞笑,"奇葩,高能,幽默,学生,搞笑,沙雕",BV1SS4y127ks,2022-03-23 20:57:03,老师：你是不是觉得你很幽默？,25,5026676,679,2890,78443,3233,53619,452390,84608345,沙雕研究协会会长,216808,720,960,Y
搞笑,"搞笑研究所2.0,搞笑研究所,打卡挑战,女朋友,搞笑,情感,高能",BV1WS4y1g74H,2022-03-22 11:53:01,《当你给女朋友打电话时》,66,4997917,1068,1692,41835,5016,43057,276867,55724746,爆笑盘点君丶,5954,1080,1920,Y
搞笑,"校园整活大王,体育,记录,高能,帅哥,美女",BV19u411v7LR,2022-03-29 09:32:50,体育差生大鉴赏,124,4958428,3690,3195,43661,5671,29957,198503,272381878,Clyde_han,1908,544,546,Y
搞笑,"搞笑研究所2.0,搞笑研究所,科普,搞笑,沙雕,魔性,梗指南,假面骑士,名场面,假面骑士贞德",BV1eY411E7hy,2022-03-23 19:55:49,发生什么事了是什么梗【梗指南】,112,4930356,9119,13460,35979,10309,73715,243389,94510621,梗指南,2089589,1920,1080,N
搞笑,搞笑新星训练营,BV1Hu411q7kZ,2022-03-19 22:43:17,小伙上班打游戏被抓，一招巧妙解决～,71,4899297,69,44,6371,356,303,40262,158673680,笑点有点低哦,69731,1280,720,N
搞笑,"校园整活大王,室友,宿舍,帅哥,腹肌,高能",BV12u411q7Li,2022-03-23 18:38:04,让你室友看看你给他带饭有多不容易！,107,4824193,3337,2985,47856,21289,62818,400696,395415494,熬一耶ye,673288,1080,1920,Y
搞笑,"打卡挑战,娱乐,工地,国防光缆",BV1iL4y1M7gn,2022-03-20 12:37:06,网络中挖到国防光缆vs现实,37,4713530,366,2556,17598,5067,770,419723,578408027,土木工程洪工,8169,1080,1920,Y
搞笑,"正能量,安全,有趣,疫情,沙雕,自制,幽默,恶作剧,原创,魔性",BV1W34y1t7zT,2022-03-18 20:16:18,#疫情防护#，你是什么码,40,4698501,1454,1404,31163,2037,13498,408501,629259872,难敌人间烟火气,4161,718,952,Y
搞笑,"搞笑,校园,剧情,暴力,学生,高中",BV1Zu411i7iC,2022-03-16 14:22:03,真正的校园暴力,140,4581728,6405,7143,58191,33217,16158,430156,1813919707,道外大熊猫,25934,1080,1920,Y
搞笑,"搞笑,记录,生活记录",BV1w34y1t7eC,2022-04-03 11:55:40,独立卫浴是真独立啊,62,4507418,1730,2841,31257,5787,42735,306154,668729267,周周啊,225207,720,1280,Y
搞笑,"必剪创作,搞笑,中国,外国人,歪果仁,老外,街访,街头采访,打卡挑战",BV1Mu411q7UT,2022-03-20 13:13:16,街头采访外国人印象中有哪些中国城市，这小姐姐能处，格局一下就打开了！,11,4492219,4061,2740,49910,2451,11720,654875,1623137317,1314然后呢,2499,1080,1920,Y
搞笑,"搞笑,喝酒,抽象,吹瓶,旋一个,搞笑新星训练营,搞笑新星训练营5.0",BV1eq4y1a7wL,2022-04-04 18:22:36,我给你们炫一个,174,4485827,6816,4180,41319,10201,36758,372284,253232513,Seven香,21556,1080,1920,Y
搞笑,"娱乐,校园,学生,网课,厨子老师,搞笑新星训练营,搞笑新星训练营5.0",BV1EY4y1H7Kf,2022-04-05 17:49:26,每次上网课我都感觉自己像一条舔狗,65,4371471,1294,1802,50118,5597,10896,401470,274459325,方山厨子,260721,1080,1920,Y
搞笑,"万恶之源,搞笑,模仿,逗比,名场面,相似,无缝衔接,沙雕,人类迷惑行为,搞笑研究所,搞笑研究所3.0",BV1rS4y1m7aa,2022-04-03 17:11:46,“不能说毫无关系，只能说一模一样”,202,4352568,4596,2876,78633,98364,37738,325741,1885287644,东方月初cl,75280,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,校园,青春,回忆,生活记录",BV1W94y1f7y9,2022-03-26 17:41:53,重返青春了兄弟们,30,4310877,4486,3699,28427,5156,12842,439169,373388923,脱缰凯Kk,574539,1080,1920,Y
搞笑,"搞笑,挑战,逗比,力元君,啊吗粽,徐大虾咯,在下哲别,雨哥到处跑,自来卷三木,搞笑研究所,搞笑研究所3.0",BV1QT4y1e79k,2022-04-02 11:05:00,这一季，关乎男人的尊严！！！,2112,4266362,68729,8443,107013,454124,20666,627132,19642758,力元君,3735216,1920,1080,N
搞笑,"逗比,恶作剧,娱乐,搞笑,高能,记录",BV1sL411P7dA,2022-03-18 20:15:09,可以说是一模一样,12,4170453,1104,1600,68169,4969,50851,361571,84608345,沙雕研究协会会长,216809,480,640,Y
搞笑,"生活,搞笑,愚人节,反转,逗比,幽默,沙雕,搞笑研究所,搞笑研究所3.0",BV1cS4y1K7R3,2022-04-01 17:48:52,螳螂捕蝉，黄雀在后,89,4166926,1508,2486,15342,2991,4878,319085,283036476,狈总,1813179,1080,1920,Y
搞笑,逗比,BV1g34y1t7fG,2022-03-16 20:46:33,牛特勒的一次慷慨激昂的演讲，他承诺让所有牛都过上有水有草的日子,53,4095425,2809,2931,97075,10345,58286,351738,630349613,彬彬找乐子,161007,480,640,Y
搞笑,"当你,好玩",BV1Uq4y1Y7bX,2022-03-29 17:19:36,当你发现了一个好玩的东西,12,4006833,548,1922,44550,1577,18846,338373,630349613,彬彬找乐子,161007,480,856,Y
搞笑,"搞笑研究所2.0,搞笑研究所,搞笑,幽默,反转,生活,沙雕,学生,春游,学校,春天在哪里",BV1QY411n7Ks,2022-03-20 17:00:52,不同学生春游,143,3972840,3552,1484,12950,2393,1819,291179,283036476,狈总,1813180,1080,1920,Y
搞笑,"奇葩,名场面,小姐姐,打卡挑战,搞笑新星训练营,搞笑研究所,搞笑研究所2.0",BV1e3411H7La,2022-03-31 18:35:55,“有些主角真TM优雅”,286,3946579,6763,4592,29843,17812,11079,222109,1680651906,国产开心君,7744,1920,1080,N
搞笑,"疫情,搞笑研究所2.0,搞笑研究所,搞笑,打卡挑战,青春,人生,治愈系,美好,萌娃,情感,亲情",BV1Kq4y1q7Hy,2022-03-16 13:30:12,青春才几年，疫情占三年。,210,3891435,3023,7115,37073,35240,9266,215251,90142376,锦书致南辞,1073163,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,挑战,搞笑,奇葩,沙雕,魔性,生活,高能,吐槽",BV1YS4y1D7Wg,2022-03-18 18:04:07,【人类迷惑行为】121 属于人类的顶级理解,83,3889278,1443,964,43910,3678,13247,406646,493551742,米开朗机罗,1509893,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,全程高能,吐槽,生活,沙雕,魔性,高能,沙雕视频,幽默,打卡挑战",BV1zY411E7p2,2022-03-24 17:37:15,【人类观察日志】141 朋友就得找这样的，省心！,99,3886744,878,363,27519,2170,8703,230253,524240296,泥美的探索,837077,1080,1920,Y
搞笑,"搞笑,娱乐,高能,奇葩,幽默,段子",BV1e44y1A7Vx,2022-03-30 20:12:32,说话是门艺术…,67,3871874,1662,1868,38813,3239,15282,270507,84608345,沙雕研究协会会长,216809,960,720,N
搞笑,"搞笑,美女,搞笑视频,小姐姐,沙雕迷惑行为,搞笑新星训练营",BV1GL4y177Ws,2022-03-24 19:53:21,有些人天生就是主角！,169,3841507,844,654,24675,1034,2839,187820,1828859783,老浣熊灬,22100,1080,1920,Y
搞笑,"搞笑新星训练营,星计划",BV1S44y1N7cP,2022-03-26 21:45:44,有一些发明真的是违背了它当初的用法！,62,3829939,614,544,7634,642,165,87847,158673680,笑点有点低哦,69732,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所",BV1Zq4y1e7Fo,2022-03-20 12:04:01,好久没有看到爸妈这么团结了,119,3789232,4739,2016,17879,15526,4701,295772,419738808,疯狂小杨哥,3473780,1080,1920,Y
搞笑,"星计划,搞笑新星训练营",BV1cF411s7uN,2022-03-27 20:34:31,一不小心纹身就纹毁了，这都纹的是啥！,63,3786922,265,146,6105,425,308,31832,158673680,笑点有点低哦,69732,1920,1080,N
搞笑,"校园整活大王,娱乐,段子,搞笑,奇葩,笑死",BV1SY411E7jg,2022-03-26 20:02:43,笑死 99新的脑子当然贵,13,3745742,269,1103,23410,627,7557,355819,274459325,方山厨子,260729,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,生活,搞笑,沙雕视频,魔性,高能,自制,打卡挑战",BV1Pu411q7Vf,2022-03-20 11:49:53,【野生人类图鉴】人生只为图一乐【妈见打】,135,3714235,1798,569,41124,3040,5832,363700,562770406,妈见打,1347393,1080,1920,Y
搞笑,"搞笑,YARGEL,全能分享站",BV1Gq4y1e7q5,2022-04-03 16:28:21,''真TM绝了，再看一遍'' «32»,89,3700596,3900,2186,33335,3168,20072,273449,62809495,YARGEL,234129,1080,1920,Y
搞笑,"搞笑,歪果仁,高能,实用,娱乐,礼貌",BV1X44y1P7i2,2022-03-19 01:22:42,进  来  挨  骂,20,3667190,3389,4208,166882,19462,162637,301724,1925291999,暴躁鸭仔,105531,1080,1920,Y
搞笑,"搞笑,娱乐,奇葩,小剧场,沙雕,逗比",BV1iZ4y1z7qG,2022-03-17 19:53:19,以前的霸总vs现在的霸总,20,3660597,904,2159,29483,4734,53961,341312,15016205,拽味三明治,377847,1080,1920,Y
搞笑,"病毒,疫情",BV1hY41137u7,2022-03-17 20:27:33,消灭病毒的各种奇怪方式！,63,3608620,17,7,3548,266,8,1297,17128799,小杰特效师,42878,1920,1080,N
搞笑,"搞笑视频,搞笑,高能,打卡挑战,神回复,人身攻击",BV1ER4y1F7B6,2022-03-18 18:10:01,一句话回怼人身攻击！,75,3603028,962,1087,271466,44198,11043,287077,442177273,计算机学长,713672,1920,1080,N
搞笑,"搞笑,搞笑视频,打卡挑战,必剪创作,搞笑研究所,搞笑研究所2.0",BV1d44y1N7a3,2022-03-25 22:37:52,女生怎么骗男生过夜？,73,3561311,2788,2035,15022,1086,2264,170420,441396080,笑点高吗,1049,1080,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,打卡挑战,必剪创作,人生,幽默",BV18Y411n71n,2022-03-21 19:25:36,有些东西根本不配占据你的情绪，人生就是场体验，请你尽兴点。,12,3524159,441,897,90292,11039,8463,446778,501776693,咖啡只加半勺糖,3642,1080,1080,N
搞笑,"逗比,搞笑,搞笑视频,原创,生活,娱乐",BV1pL4y177yU,2022-03-26 13:17:58,没规定说不行啊,28,3513550,831,1364,32825,1607,11889,312446,284700508,主持人欧文浩,443947,1080,1920,Y
搞笑,"必剪创作,喝酒,寡人,逗比,挑战,花手,搞笑视频,PDD,娱乐,全程高能,搞笑新星训练营",BV1VZ4y1z7e1,2022-03-28 17:34:31,文喝断更三天，武喝断更三个月，全网最能喝的两兄弟，豪横中的豪横,80,3505464,423,1275,18750,1210,1356,213008,352942315,暴躁的文哥,17280,1920,1080,N
搞笑,"程序员,编程,web前端,python,代码,IT",BV1Eb4y1p75H,2022-03-17 11:14:53,公司里的一位大佬离职了，他的宝贝键盘和负责的项目都留给了我，结果今天从他代码里发现了这行注释，这谁顶的住啊！？,8,3500197,297,1159,3204,389,2846,137493,597008660,程序员只为,46216,1440,2560,Y
搞笑,"粤语,校园,脱口秀,栋笃笑,学生,广东,郭嘉峰,网课,粤知一二,搞笑研究所,搞笑研究所3.0",BV1nY4y1i721,2022-04-05 12:00:00,这是不是上网课的你？,363,3485538,2273,1712,38764,6868,9679,369224,95515699,粤知一二,2422579,1080,1920,Y
搞笑,"变装,颜值,变身,小姐姐,天花板",BV1Hu411q7Vz,2022-03-22 19:42:23,变装视频天花板，还要往上一个天花板！,31,3478474,1820,1561,17099,17848,13429,315983,296371407,3锅儿团队,82912,1080,1920,Y
搞笑,"刮刮卡,中奖",BV1n34y1b7es,2022-03-26 17:09:24,500元刮50张刮刮乐，能刮出大奖吗？是赚还是亏呢！,126,3471434,22,24,2945,418,19,725,589288899,小帅川不帅,1640,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,可口可乐,百事可乐,创意广告,趣味广告,骚操作",BV1U34y1x7Qj,2022-03-26 09:00:00,所以到底是百事好喝还是可口好喝？,70,3463602,9,20,3003,179,3,759,1410477444,游戏熏小空,19851,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,搞笑,幽默,反转,生活,95#,油价,加油",BV19P4y1M7bR,2022-03-18 14:43:26,《 95#加满 》,18,3424952,431,1835,9101,1236,4776,241096,283036476,狈总,1813183,1080,1920,Y
搞笑,"动画创想研究所,万物皆可动画,自制,原创,日常,二次元,痛车,远坂凛,初音未来,女神异闻录,Fate",BV1CS4y127dZ,2022-03-28 13:30:00,哪来的二次元？,18,3418348,648,4830,42824,6448,19729,230187,21812139,小菜鸡校长,2424,1920,1080,N
搞笑,"创作灵感,高能,原创",BV1hL411w7Qk,2022-03-21 23:36:33,小秀一下,96,3366711,3122,4302,41800,17401,40939,336063,1165217006,睿睿不会跳绳,44996,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,挑战,搞笑视频,搞笑,奇葩,原创,娱乐,沙雕,生活",BV1ZT4y1i7Ev,2022-03-28 17:05:00,黑帮：尝尝我们的酷刑吧！！,140,3358043,6209,2136,29554,63377,3678,327626,170088482,炎辰大鸽子,1099608,1920,1080,N
搞笑,"吐槽,搞笑,挑战,奇葩,小说,网络小说,玛丽苏,龙傲天,沙雕,灵魂画师",BV14u411i7Xz,2022-04-03 11:34:45,哈哈哈哈！这是谁写的！？爆笑吐槽网络神级沙雕小说《拼夕夕系统附身，六万人砍不死我》！,323,3346597,7297,5913,36037,18912,44653,236046,2897191,阿漫啊阿漫,1672903,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,挑战,无限搞笑公司6.0,无限搞笑公司发年终奖啦,生活,搞笑,沙雕,魔性,高能",BV1r44y1A7x2,2022-03-30 17:36:06,【人类迷惑行为】128 你是奥斯卡野生影帝吧,102,3338249,1160,386,35312,2699,6720,267761,493551742,米开朗机罗,1509896,1080,1920,Y
搞笑,"疫情,病毒,汉堡,恶作剧",BV1UY4y1s7B8,2022-03-25 18:05:23,抓到一只爱吃汉堡的病毒！,68,3304210,6,7,3107,173,2,899,17128799,小杰特效师,42878,1920,1080,N
搞笑,"迷惑求职大赏,搞笑视频,原创,职场,00后",BV11Y4y1s7Ly,2022-03-24 18:00:00,这样的00后同事，给我来一打,158,3301146,2444,3283,19848,10099,7423,334167,448019333,也就那点事儿-,1371556,1080,1920,Y
搞笑,"万恶之源,是在下输了,运动会,校园,搞笑,搞笑视频,全程高能,生活,沙雕,沙雕视频",BV1rS4y1U7MW,2022-03-20 12:38:06,“校 运 会 驯 服 早 期 人 类”,197,3284688,1855,816,26178,13540,25926,72129,474988341,M电灯泡,505582,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,打卡挑战,高能,搞笑视频,奇葩,沙雕,生活,健身,力量,宿舍",BV1PF411t7k1,2022-03-18 17:00:14,据说带上能量手环之后，身体的力量会大大增加，这是真的吗？小伙带上它让舍友两只手扳手腕，结果赢了？,210,3265584,1913,701,12545,3453,155,86836,11641010,小迪爱分享,119763,1920,1080,N
搞笑,"大哥,搞笑,牛逼,王总,牛人骚操作",BV1yY4y1v7Q2,2022-04-01 12:19:37,大哥，凭你最后一句话，我愿称你为最牛,13,3261593,320,741,14564,887,6458,221834,235090412,夜煜城,437,718,728,Y
搞笑,"搞笑研究所2.0,搞笑研究所,粤知一二,郭嘉峰,栋笃笑,广东,生活,粤语,脱口秀,香港",BV1oa411x7eV,2022-03-29 18:00:00,当你的老板是个香港人,352,3239814,5079,2741,16781,15031,7878,255282,95515699,粤知一二,2422580,1080,1920,Y
搞笑,"校园整活大王,打卡挑战,大学,疫情封校,翻唱",BV1E3411s7Jg,2022-03-16 13:27:41,宿舍封了，人疯了,187,3174305,2779,4844,36404,54271,34464,216551,38361749,这个涂改液有毒,2839,1440,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,生活,全程高能,沙雕,吐槽,日常,美术,画画",BV1Bu411q7X7,2022-03-27 18:00:00,“千万不要让90后当美术生！”,229,3168626,839,385,29810,15845,2683,86326,22402155,黑羊叭叭V,12050,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,挑战,搞笑,奇葩,沙雕,魔性,生活,高能,吐槽",BV1M34y1b7Dr,2022-03-19 17:30:07,【人类迷惑行为】122 搞笑女孩都是大宝藏,91,3154370,610,337,19636,1000,4458,308552,493551742,米开朗机罗,1509896,1080,1920,Y
搞笑,"搞笑,娱乐,三国,幽默,搞笑视频,防诈骗,脑洞大开,沙雕,魔性,必剪创作",BV1EY4y1s774,2022-03-24 22:39:33,诸葛亮：没想到吧，我跟电信有业务往来,19,3152893,397,1010,36706,4829,27750,272837,1027850891,战士无畏,1515,1080,1920,Y
搞笑,"老外,高能,微电影,基和皮尔,歪果仁,人类迷惑行为",BV1sY4y1v7BX,2022-03-31 22:19:35,”拜托！一堆人在大街上跳烂舞超酷得唉！“,189,3146708,2563,2330,109244,19317,15730,357028,1150557177,鸭鸭洒水水,18567,1280,720,N
搞笑,搞笑新星训练营,BV11P4y1T75V,2022-03-25 21:40:50,没错，确实有堵的成分在，万一成功了呢！,64,3130815,48,104,4786,499,146,53625,158673680,笑点有点低哦,69732,1920,1080,N
搞笑,"必剪创作,逗比,挑战,搞笑视频,打卡挑战,沙雕,娱乐,外卖,美团,美团外卖",BV1aS4y1D777,2022-03-16 18:49:08,【外卖】两百多块的燕窝说送就送了给别人。点外卖，麻烦通知一下，,71,3129841,2668,4643,10023,3086,6206,377962,448098982,在下尼一奥_Nio,5715,1920,1080,N
搞笑,"高能,段子",BV1La41147kE,2022-03-28 22:41:09,以后玩游戏再耍赖，兄弟都没得做！,98,3115824,373,831,9975,673,1238,186310,639855783,管春呀,61910,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,全程高能,沙雕视频,生活,奇葩,恶作剧,美女,打卡挑战,疫情,防疫",BV1n3411s7Y1,2022-03-20 17:35:07,【人类观察日志】139 关于主角那点事,60,3113069,1695,365,20566,3841,1745,297599,524240296,泥美的探索,837076,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,毕业,导师",BV1G44y1N7iK,2022-03-20 18:56:28,【毕业】导师表示：人麻了，要不你赶紧毕业吧！别在这膈应我了！,13,3099026,150,1018,59663,4079,17843,390818,82025652,偷袭打薯片,4620,720,960,Y
搞笑,"搞笑,全程高能,逗比,林俊杰,搞笑视频,灵魂歌手",BV1XY4y1i7GP,2022-03-26 08:33:07,高音能超过林俊杰的好像也只有你的，笑死太厉害了哈哈哈,38,3095686,1165,1857,43275,5164,36302,321640,280494238,o沙粒,730,720,1280,Y
搞笑,"星计划,搞笑新星训练营",BV1pY411J7hd,2022-03-29 23:12:59,哈哈哈，纸上谈兵之道，胜于千里之外！,64,3071516,77,90,6174,369,37,45670,158673680,笑点有点低哦,69732,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,逗比,搞笑,沙雕,生活,美女,幽默",BV1RY4y1q7Vt,2022-03-28 21:07:06,《 世界未解之谜 》,30,3038054,1448,2269,22795,6628,26389,226524,283036476,狈总,1813182,1080,1920,Y
搞笑,"原创,美女,日本,娱乐",BV1w3411W7cv,2022-03-28 13:59:21,日本21岁“黑道千金”火爆全网，网友：就算被砍这岳父我也叫定了,104,3003324,2027,2472,21398,3053,2083,116335,503864455,好奇心星球,794,1920,1080,N
搞笑,"搞笑研究所2.0,搞笑研究所,全程高能,吐槽,生活,沙雕,魔性,高能,沙雕视频,幽默,打卡挑战",BV1w94y1f76i,2022-03-25 17:16:06,【人类观察日志】142 人与动物 核谐共处,89,2996918,1609,367,28542,1475,4881,255600,524240296,泥美的探索,837077,1080,1920,Y
搞笑,"B站小剧场,生活记录,娱乐,情感,搞笑,熬夜",BV1eL411w7UA,2022-03-20 19:09:50,假如世界禁止熬夜,72,2984121,980,1323,19316,3720,6381,283464,549772707,摆货小天才,796077,1080,1920,Y
搞笑,"打卡挑战,甄嬛传,螺蛳粉,搞笑",BV11R4y1F7Ck,2022-03-20 16:22:09,hhhh，螺蛳粉真的有这么臭吗,14,2980014,422,1597,26012,1525,45168,276637,30898527,嘻期天的小埋,34751,1080,1920,Y
搞笑,"原创,娱乐,职场,段子,打卡挑战,搞笑研究所,搞笑研究所3.0",BV1gY4y1W7fJ,2022-04-01 18:55:33,领导：我闺蜜的丑照不能删！,76,2974386,653,1459,25456,5413,5936,240763,1827922782,圆脸颖入职记,608181,1080,1920,Y
搞笑,"搞笑研究所2.0,搞笑研究所,人类迷惑行为,社死,人类沙雕行为,欢乐,解压,治愈,放松,快乐,好心情",BV1Q3411W7cZ,2022-03-18 09:30:08,真是人生无常，大肠包小肠,136,2962457,919,451,35959,2967,9333,214229,397665423,老实扒蕉的山山,325325,1080,1920,Y
搞笑,"恶作剧,歪果仁,搞笑,奇葩,娱乐",BV1YF411x7J7,2022-03-21 11:35:40,这何尝不是一种ntr,25,2926929,202,2069,59518,4374,30075,267645,7560829,大霓奈,645706,720,1280,Y
搞笑,"疫情,口罩,机器人,瓦力",BV1cT4y1i7pz,2022-03-20 19:59:54,不戴口罩四处走，就把你打成狗！,64,2925207,2,13,2549,172,12,803,17128799,小杰特效师,42878,3832,2160,N
搞笑,"搞笑研究所2.0,搞笑研究所,女大学生,变装,反转,全程高能,搞笑视频,沙雕,搞笑女,反差,搞笑新星训练营",BV1pb4y1p7Pd,2022-03-16 16:36:59,警 惕 新 型 网 络 诈 骗,14,2915875,783,2040,16460,974,2582,149047,471827265,白婉晴,321699,1080,1920,Y
搞笑,"自制,八音盒,全程高能,汉堡,美食家,吃粑粑,老八,奥利给,打卡挑战,搞笑研究所,搞笑研究所2.0",BV1Qi4y1r7zP,2022-03-23 00:24:33,【公开课】老八语音教学,821,2911917,10183,7046,163985,194019,180902,247897,23515088,船长7级满x,23079,1920,1080,N
搞笑,搞笑新星训练营,BV1HZ4y1B7ny,2022-03-24 23:17:52,行业禁忌避坑小技巧，以后不吃亏！,64,2871830,383,1349,56324,3498,842,145692,158673680,笑点有点低哦,69733,1920,1080,N
搞笑,"健身,肌肉,打卡挑战,搞笑新星训练营",BV1EY4y1s7Ss,2022-03-24 12:09:44,训练用堡，肌肉必diao,33,2870140,733,2063,4505,2228,6374,154370,411379495,吴彦祖秃顶版,713343,576,1024,Y
搞笑,"搞笑研究所2.0,搞笑研究所,女大学生,兼职,奶茶店,全程高能,整蛊,沙雕,美女,生活,反转,搞笑新星训练营",BV1KU4y1Z7nA,2022-03-17 19:05:43,坏女人是这样的，这很正常,73,2869639,188,625,9318,1242,1180,183828,471827265,白婉晴,321699,1080,1920,Y
